ID,Hours Worked,Deliveries Completed,Weekly Salary,Route Complexity,Weather Condition,Vehicle Type,Traffic Level,Day of the Week,CUSTOMER_SATISFACTION,AVERAGE_SPEED,Miles Driven,FUEL_CONSUMPTION
303,49,20,2485,Urban,Rainy,Truck,High,Weekend,81,21.16,1036.87,191.15
304,31,12,2083,Suburban,Sunny,Truck,High,Weekday,59,35.42,1098.11,194.18
305,35,7,1905,Urban,Sunny,Truck,Low,Weekday,79,33.03,1156.07,222.65
306,51,27,2757,Highway,Rainy,Truck,Medium,Weekday,68,49.88,2543.67,361.06
307,40,12,2091,Urban,Sunny,Truck,High,Weekday,87,25.04,1001.69,182.33
308,45,15,2185,Urban,Sunny,Truck,Low,Weekday,99,31.3,1408.63,288.91
309,45,18,2424,Highway,Rainy,Truck,Low,Weekday,85,51.18,2302.98,319.23
310,30,7,1799,Suburban,Sunny,Truck,Medium,Weekday,80,46.28,1388.46,223.97
311,38,19,2456,Urban,Snowy,Truck,Medium,Weekday,84,23.15,879.57,164.77
312,57,19,2347,Suburban,Sunny,Truck,Medium,Weekend,93,43.64,2487.36,397.67
313,56,12,2103,Urban,Sunny,Truck,Medium,Weekend,95,30.97,1734.35,341.34
314,35,9,2049,Urban,Sunny,Truck,Low,Weekday,98,30.42,1064.75,207.1
315,45,12,2066,Suburban,Sunny,Truck,Medium,Weekday,88,43.43,1954.41,350.09
316,58,9,1846,Suburban,Snowy,Truck,Medium,Weekend,72,34.79,2017.97,343.4
317,32,10,1917,Highway,Sunny,Truck,Medium,Weekend,71,58.74,1879.72,263.48
318,49,20,2528,Suburban,Sunny,Truck,High,Weekday,77,34.48,1689.36,287.98
319,57,8,1884,Urban,Sunny,Truck,High,Weekend,89,25.1,1430.43,276.62
320,56,9,1846,Highway,Rainy,Truck,Medium,Weekend,84,51.29,2872.29,418.17
321,33,14,2255,Urban,Sunny,Truck,Low,Weekday,98,31.34,1034.1,178.32
322,48,20,2486,Suburban,Rainy,Truck,High,Weekday,82,30.61,1469.4,258.1
323,55,14,2125,Suburban,Rainy,Truck,High,Weekday,84,31.12,1711.69,268.73
324,32,8,1837,Highway,Sunny,Truck,High,Weekday,67,49.74,1591.55,250.94
325,48,21,2468,Suburban,Snowy,Truck,Medium,Weekday,75,34.33,1647.96,289.28
326,49,15,2273,Suburban,Rainy,Truck,Low,Weekday,60,41.12,2015.1,337.68
327,36,5,1651,Urban,Sunny,Truck,High,Weekday,88,23.23,836.37,169.58
328,49,24,2669,Urban,Rainy,Truck,Medium,Weekday,64,25.2,1235.02,213.26
329,38,17,2296,Urban,Rainy,Truck,Low,Weekday,85,27.0,1026.08,176.78
330,30,9,1978,Highway,Rainy,Truck,Medium,Weekend,63,51.61,1548.27,226.55
331,37,18,2407,Suburban,Sunny,Truck,Low,Weekday,94,46.17,1708.16,296.38
332,36,16,2375,Highway,Rainy,Truck,Medium,Weekday,83,53.42,1923.21,312.21
333,47,13,2069,Urban,Sunny,Truck,Medium,Weekday,91,28.85,1356.16,241.54
334,37,9,1832,Highway,Sunny,Truck,High,Weekday,75,46.14,1707.14,280.96
335,30,7,1879,Suburban,Rainy,Truck,Medium,Weekday,64,37.21,1116.42,189.44
336,40,8,1881,Urban,Rainy,Truck,Medium,Weekend,87,26.15,1045.9,211.04
337,57,26,2735,Urban,Sunny,Truck,Medium,Weekday,74,28.61,1630.75,306.5
338,54,29,2982,Urban,Sunny,Truck,Medium,Weekday,87,31.46,1699.03,339.45
339,54,24,2711,Highway,Rainy,Truck,High,Weekday,82,42.79,2310.66,386.24
340,47,21,2456,Suburban,Snowy,Truck,Low,Weekday,68,34.23,1608.88,270.87
341,52,14,2297,Urban,Sunny,Truck,Medium,Weekday,90,29.7,1544.59,282.21
342,59,14,2219,Urban,Sunny,Truck,Medium,Weekday,96,29.11,1717.59,321.98
343,39,20,2421,Highway,Rainy,Truck,Medium,Weekday,90,50.53,1970.7,319.27
344,32,10,1885,Highway,Sunny,Truck,Medium,Weekend,87,60.2,1926.31,318.81
345,36,16,2367,Suburban,Sunny,Truck,Low,Weekday,78,48.77,1755.9,316.28
346,57,23,2734,Urban,Rainy,Truck,Medium,Weekend,59,24.32,1386.03,245.52
347,45,16,2303,Suburban,Sunny,Truck,High,Weekend,74,37.75,1698.88,313.5
348,55,29,2895,Highway,Sunny,Truck,Medium,Weekday,71,62.64,3445.39,486.67
349,45,8,1734,Urban,Rainy,Truck,Low,Weekend,57,26.96,1213.36,210.39
350,54,26,2786,Suburban,Sunny,Truck,Medium,Weekday,90,44.91,2425.36,375.64
351,49,26,2734,Highway,Sunny,Truck,Medium,Weekday,83,60.3,2954.89,416.18
352,57,13,2140,Urban,Sunny,Truck,Medium,Weekend,76,28.56,1627.65,291.65
353,46,16,2300,Suburban,Sunny,Truck,High,Weekday,65,36.86,1695.36,264.2
354,31,10,1908,Suburban,Sunny,Truck,Medium,Weekday,99,44.98,1394.5,222.18
355,30,13,2032,Highway,Sunny,Truck,Medium,Weekend,97,58.72,1761.49,278.01
356,45,9,1871,Urban,Rainy,Truck,Medium,Weekday,65,25.4,1143.09,201.41
357,59,20,2556,Highway,Rainy,Truck,Medium,Weekend,87,49.94,2946.58,436.37
358,41,10,2093,Suburban,Sunny,Truck,Medium,Weekday,99,45.9,1881.89,346.38
359,34,16,2385,Urban,Sunny,Truck,Medium,Weekday,91,30.34,1031.67,180.7
360,34,9,1919,Suburban,Sunny,Truck,Low,Weekday,81,46.72,1588.52,246.47
361,56,12,2143,Highway,Rainy,Truck,High,Weekday,61,40.04,2242.36,338.57
362,52,20,2540,Urban,Sunny,Truck,Low,Weekday,70,32.69,1699.92,315.62
363,38,21,2596,Highway,Rainy,Truck,Medium,Weekday,69,51.93,1973.32,303.4
364,38,10,2060,Urban,Sunny,Truck,Low,Weekday,85,32.18,1222.83,216.95
365,32,6,1677,Highway,Snowy,Truck,High,Weekend,89,36.43,1165.66,187.27
366,48,24,2787,Urban,Sunny,Truck,Medium,Weekday,86,28.73,1378.83,242.08
367,45,18,2439,Suburban,Rainy,Truck,Low,Weekday,90,38.39,1727.66,300.42
368,45,25,2692,Highway,Rainy,Truck,Low,Weekday,56,53.17,2392.68,380.69
369,32,8,1816,Urban,Sunny,Truck,Low,Weekday,74,32.86,1051.39,183.36
370,49,17,2310,Suburban,Rainy,Truck,High,Weekend,71,30.68,1503.1,267.97
371,53,12,1960,Suburban,Rainy,Truck,High,Weekend,64,31.75,1682.76,261.5
372,51,10,2008,Highway,Rainy,Truck,High,Weekend,67,39.15,1996.85,276.16
373,53,20,2505,Suburban,Rainy,Truck,Medium,Weekend,79,39.11,2072.71,358.36
374,30,13,2093,Highway,Sunny,Truck,Low,Weekday,95,61.4,1841.87,257.07
375,53,26,2832,Urban,Sunny,Truck,Medium,Weekday,86,30.07,1593.89,291.3
376,49,15,2337,Suburban,Sunny,Truck,Low,Weekday,75,46.27,2267.31,396.99
377,40,12,2054,Suburban,Rainy,Truck,High,Weekend,82,31.25,1249.99,210.32
378,46,12,1985,Suburban,Sunny,Truck,High,Weekday,87,35.64,1639.59,257.79
379,37,21,2623,Suburban,Rainy,Truck,Medium,Weekday,63,38.11,1409.9,227.4
380,33,10,2084,Highway,Sunny,Truck,Medium,Weekday,76,58.47,1929.58,292.67
381,35,8,1802,Urban,Sunny,Truck,Medium,Weekend,83,29.34,1027.05,199.9
382,37,9,1840,Urban,Sunny,Truck,High,Weekday,72,23.23,859.54,152.3
383,49,20,2537,Urban,Sunny,Truck,Medium,Weekday,83,30.16,1477.91,284.3
384,59,13,2027,Highway,Sunny,Truck,High,Weekday,76,46.3,2731.46,428.34
385,32,14,2244,Urban,Sunny,Truck,Medium,Weekend,95,29.3,937.75,165.49
386,45,10,1981,Suburban,Sunny,Truck,High,Weekday,72,36.11,1624.93,267.69
387,59,32,3090,Suburban,Rainy,Truck,Low,Weekday,69,39.26,2316.23,411.92
388,54,10,1899,Urban,Sunny,Truck,High,Weekend,85,24.21,1307.47,233.39
389,32,11,2038,Urban,Sunny,Truck,Medium,Weekend,99,28.54,913.36,177.74
390,54,30,3059,Suburban,Rainy,Truck,Medium,Weekday,63,40.06,2163.24,342.69
391,58,15,2300,Urban,Sunny,Truck,Medium,Weekday,71,30.69,1780.02,331.04
392,47,21,2574,Suburban,Sunny,Truck,Low,Weekend,75,47.27,2221.6,363.36
393,43,16,2236,Highway,Sunny,Truck,Low,Weekday,78,65.65,2823.0,419.26
394,47,21,2476,Urban,Sunny,Truck,Low,Weekend,80,32.66,1535.24,305.91
395,31,11,1900,Suburban,Sunny,Truck,High,Weekend,65,35.52,1101.11,178.16
396,51,12,2124,Suburban,Sunny,Truck,High,Weekend,68,34.62,1765.52,274.13
397,32,6,1698,Urban,Sunny,Truck,High,Weekday,62,23.41,748.97,128.63
398,45,11,2062,Highway,Sunny,Truck,High,Weekday,71,46.6,2097.08,306.19
399,58,13,2125,Suburban,Sunny,Truck,Medium,Weekday,93,46.13,2675.26,407.64
400,38,7,1671,Urban,Sunny,Truck,Low,Weekend,84,31.65,1202.76,218.44
401,33,7,1832,Suburban,Sunny,Truck,Low,Weekday,82,48.9,1613.84,282.84
402,30,8,1762,Urban,Sunny,Truck,High,Weekday,83,23.98,719.26,129.06
403,33,17,2405,Highway,Rainy,Truck,Low,Weekday,90,54.99,1814.82,254.17
404,30,5,1644,Highway,Rainy,Truck,Medium,Weekend,60,50.1,1502.98,234.34
405,43,10,2023,Urban,Rainy,Truck,Medium,Weekday,80,25.76,1107.7,215.25
406,50,17,2380,Highway,Rainy,Truck,Medium,Weekend,71,51.71,2585.55,358.32
407,45,9,1836,Highway,Rainy,Truck,High,Weekend,83,41.86,1883.61,270.95
408,49,11,1990,Urban,Sunny,Truck,Low,Weekday,99,32.44,1589.73,323.53
409,53,11,2067,Urban,Sunny,Truck,High,Weekday,86,23.46,1243.57,227.51
410,37,21,2610,Highway,Sunny,Truck,Medium,Weekday,97,59.31,2194.48,351.15
411,36,15,2194,Highway,Sunny,Truck,High,Weekday,84,46.59,1677.39,265.47
412,32,8,1778,Suburban,Sunny,Truck,High,Weekday,83,36.89,1180.55,214.45
413,46,21,2503,Highway,Snowy,Truck,Low,Weekday,67,46.17,2123.67,340.06
414,30,12,2163,Urban,Snowy,Truck,Medium,Weekday,64,22.25,667.64,123.51
415,45,16,2291,Urban,Sunny,Truck,High,Weekend,87,24.73,1112.73,225.03
416,41,19,2447,Suburban,Sunny,Truck,Medium,Weekday,84,44.28,1815.44,280.7
417,56,25,2705,Urban,Sunny,Truck,Medium,Weekday,97,29.37,1644.97,288.72
418,48,14,2199,Highway,Rainy,Truck,Medium,Weekday,78,51.77,2485.01,385.67
419,51,10,2044,Highway,Rainy,Truck,Medium,Weekday,69,53.42,2724.64,445.79
420,52,15,2123,Suburban,Sunny,Truck,Medium,Weekend,79,43.03,2237.65,339.41
421,51,22,2558,Suburban,Rainy,Truck,High,Weekday,64,31.62,1612.85,265.45
422,43,14,2186,Urban,Rainy,Truck,High,Weekend,91,19.63,844.01,158.74
423,59,24,2781,Highway,Sunny,Truck,High,Weekday,64,47.26,2788.08,449.53
424,35,16,2311,Urban,Sunny,Truck,High,Weekend,58,23.8,833.0,163.99
425,35,7,1781,Urban,Snowy,Truck,Medium,Weekend,88,22.99,804.73,140.69
426,42,20,2418,Suburban,Rainy,Truck,Low,Weekday,69,41.88,1758.78,291.97
427,48,22,2579,Highway,Sunny,Truck,Medium,Weekday,94,57.61,2765.38,382.02
428,51,24,2689,Urban,Sunny,Truck,High,Weekday,73,24.59,1253.96,212.92
429,37,16,2205,Highway,Sunny,Truck,Low,Weekend,78,61.88,2289.58,368.51
430,56,20,2546,Urban,Rainy,Truck,Medium,Weekend,79,26.52,1485.39,250.09
431,56,16,2226,Urban,Sunny,Truck,Medium,Weekday,74,29.33,1642.74,277.23
432,31,12,1980,Suburban,Sunny,Truck,High,Weekday,87,36.7,1137.63,178.9
433,50,9,1960,Urban,Sunny,Truck,High,Weekend,78,23.2,1159.77,219.56
434,59,24,2733,Urban,Sunny,Truck,High,Weekday,87,25.1,1480.85,290.24
435,30,16,2218,Highway,Sunny,Truck,Low,Weekday,88,59.88,1796.32,295.63
436,57,20,2540,Highway,Sunny,Truck,Low,Weekday,90,61.32,3495.07,581.68
437,44,15,2272,Highway,Sunny,Truck,Low,Weekend,72,64.11,2820.77,401.62
438,30,8,1856,Highway,Rainy,Truck,Medium,Weekend,67,52.8,1584.09,220.38
439,34,12,2055,Highway,Sunny,Truck,Medium,Weekday,85,62.96,2140.69,307.58
440,57,18,2499,Suburban,Sunny,Truck,Medium,Weekday,96,43.53,2481.19,393.16
441,58,29,3033,Urban,Rainy,Truck,Low,Weekday,74,26.26,1523.0,286.9
442,45,20,2544,Highway,Sunny,Truck,High,Weekday,61,49.88,2244.64,330.76
443,48,21,2559,Highway,Sunny,Truck,High,Weekday,84,45.76,2196.29,321.75
444,33,8,1972,Urban,Sunny,Truck,Medium,Weekday,84,30.7,1013.1,197.18
445,32,13,2192,Urban,Rainy,Truck,High,Weekend,74,20.24,647.78,114.49
446,46,22,2666,Highway,Rainy,Truck,Low,Weekday,86,54.56,2509.81,409.24
447,46,13,2198,Urban,Sunny,Truck,Low,Weekday,78,31.58,1452.61,280.59
448,41,9,2032,Suburban,Rainy,Truck,Medium,Weekday,65,38.74,1588.18,260.03
449,57,13,2075,Urban,Snowy,Truck,High,Weekday,90,18.3,1043.1,191.65
450,59,33,3151,Urban,Sunny,Truck,Medium,Weekday,71,30.39,1793.23,319.03
451,58,20,2581,Suburban,Rainy,Truck,High,Weekday,86,31.1,1804.01,295.76
452,43,21,2519,Highway,Sunny,Truck,Medium,Weekday,94,60.41,2597.63,432.55
453,50,12,2007,Highway,Sunny,Truck,High,Weekday,87,49.03,2451.33,339.02
454,35,17,2298,Urban,Sunny,Truck,Medium,Weekday,75,30.83,1078.98,189.81
455,32,4,1683,Suburban,Rainy,Truck,High,Weekday,85,31.48,1007.39,156.03
456,57,15,2260,Urban,Sunny,Truck,High,Weekday,83,24.85,1416.36,247.26
457,38,13,2106,Highway,Sunny,Truck,High,Weekday,68,47.12,1790.51,287.85
458,34,6,1623,Suburban,Sunny,Truck,High,Weekday,81,36.88,1254.08,192.37
459,53,28,2998,Urban,Sunny,Truck,Low,Weekday,73,32.91,1744.07,294.47
460,58,17,2428,Suburban,Rainy,Truck,Medium,Weekday,63,37.74,2189.1,398.42
461,46,16,2255,Suburban,Sunny,Truck,High,Weekday,78,37.0,1701.98,304.46
462,43,15,2335,Urban,Sunny,Truck,Medium,Weekday,92,29.37,1263.1,213.02
463,50,16,2286,Suburban,Sunny,Truck,High,Weekday,65,34.83,1741.6,302.77
464,32,7,1785,Suburban,Sunny,Truck,Low,Weekday,92,47.0,1503.9,235.58
465,57,11,2087,Suburban,Sunny,Truck,Low,Weekday,91,48.7,2775.81,505.71
466,30,16,2377,Highway,Rainy,Truck,Medium,Weekday,67,50.02,1500.49,217.25
467,49,15,2314,Suburban,Sunny,Truck,Medium,Weekday,87,44.08,2159.78,346.03
468,58,30,3011,Highway,Sunny,Truck,Medium,Weekday,97,58.67,3402.63,474.06
469,50,23,2697,Suburban,Sunny,Truck,Medium,Weekend,82,43.73,2186.58,348.49
470,52,11,1900,Urban,Rainy,Truck,Medium,Weekend,76,25.78,1340.73,273.36
471,30,7,1773,Highway,Sunny,Truck,High,Weekend,83,46.77,1403.04,214.71
472,32,14,2208,Highway,Rainy,Truck,Medium,Weekday,67,53.22,1702.98,266.12
473,47,21,2606,Urban,Sunny,Truck,High,Weekday,79,23.63,1110.62,202.8
474,54,30,2991,Urban,Rainy,Truck,Low,Weekday,69,26.89,1451.98,272.8
475,39,12,2025,Highway,Sunny,Truck,High,Weekday,76,47.56,1855.0,293.94
476,51,26,2755,Highway,Rainy,Truck,Medium,Weekday,89,53.36,2721.35,399.46
477,55,10,1884,Urban,Sunny,Truck,Medium,Weekend,71,29.77,1637.46,315.14
478,32,18,2359,Urban,Sunny,Truck,Medium,Weekday,83,30.19,966.11,167.19
479,37,16,2380,Urban,Sunny,Truck,Medium,Weekend,96,30.79,1139.24,218.71
480,43,8,1920,Suburban,Rainy,Truck,High,Weekday,85,29.59,1272.55,211.44
481,53,12,2027,Urban,Sunny,Truck,High,Weekday,81,22.88,1212.55,210.8
482,47,11,1986,Highway,Rainy,Truck,Low,Weekday,63,53.31,2505.5,356.59
483,44,10,1877,Urban,Snowy,Truck,High,Weekday,90,18.09,796.01,144.91
484,51,26,2713,Suburban,Sunny,Truck,Medium,Weekday,85,44.04,2246.13,383.57
485,52,14,2154,Highway,Snowy,Truck,High,Weekday,84,35.87,1864.98,279.34
486,31,7,1921,Urban,Sunny,Truck,Medium,Weekday,79,30.35,940.71,162.82
487,56,14,2160,Urban,Rainy,Truck,Low,Weekend,69,28.04,1570.36,308.14
488,39,18,2331,Suburban,Snowy,Truck,Medium,Weekend,71,34.09,1329.65,239.71
489,31,11,1890,Urban,Snowy,Truck,High,Weekend,66,17.91,555.15,101.15
490,55,16,2179,Suburban,Sunny,Truck,Low,Weekend,79,44.99,2474.67,406.43
491,46,12,2191,Urban,Rainy,Truck,Medium,Weekday,66,25.02,1150.78,222.3
492,37,16,2229,Suburban,Sunny,Truck,Medium,Weekend,88,44.36,1641.44,277.21
493,30,15,2281,Urban,Sunny,Truck,Low,Weekday,80,31.43,942.82,190.25
494,38,11,2118,Urban,Sunny,Truck,Medium,Weekday,72,30.85,1172.17,234.38
495,40,9,2037,Urban,Sunny,Truck,Low,Weekday,76,32.37,1294.76,225.0
496,51,8,1770,Suburban,Rainy,Truck,High,Weekday,72,31.66,1614.49,271.01
497,45,8,1926,Highway,Sunny,Truck,High,Weekend,69,46.99,2114.64,348.27
498,36,12,2104,Highway,Snowy,Truck,High,Weekday,81,35.45,1276.1,177.0
499,58,26,2788,Suburban,Rainy,Truck,Medium,Weekend,80,36.91,2140.91,378.79
500,39,12,1976,Urban,Rainy,Truck,Low,Weekend,89,27.73,1081.55,207.9
501,52,27,2864,Highway,Rainy,Truck,Medium,Weekday,69,51.78,2692.37,372.71
502,55,20,2438,Highway,Rainy,Truck,Medium,Weekday,74,48.85,2686.5,434.8
503,32,12,1939,Urban,Sunny,Truck,High,Weekday,87,23.53,752.92,127.48
504,47,18,2341,Urban,Sunny,Truck,High,Weekday,81,23.17,1088.83,193.05
505,54,14,2124,Suburban,Sunny,Truck,Medium,Weekday,99,47.11,2544.02,430.29
506,53,14,2158,Highway,Sunny,Truck,High,Weekend,74,47.16,2499.38,371.64
507,42,15,2172,Suburban,Sunny,Truck,High,Weekday,79,35.99,1511.47,251.51
508,57,10,1963,Urban,Rainy,Truck,High,Weekday,72,20.03,1141.63,199.27
509,55,18,2492,Highway,Sunny,Truck,Medium,Weekday,91,59.85,3291.52,546.5
510,36,11,1896,Urban,Sunny,Truck,Medium,Weekend,79,31.5,1133.85,197.59
511,54,32,3038,Urban,Sunny,Truck,Medium,Weekday,80,29.36,1585.56,268.36
512,33,9,1899,Highway,Sunny,Truck,High,Weekend,75,46.96,1549.57,238.14
513,42,17,2287,Suburban,Rainy,Truck,High,Weekday,82,30.21,1268.67,225.35
514,49,18,2381,Suburban,Rainy,Truck,Medium,Weekday,79,36.99,1812.27,327.68
515,30,15,2272,Highway,Snowy,Truck,Medium,Weekday,86,46.08,1382.26,216.06
516,37,12,2098,Highway,Sunny,Truck,High,Weekday,65,47.42,1754.57,287.05
517,43,23,2553,Highway,Sunny,Truck,Medium,Weekday,72,60.49,2600.86,416.59
518,45,12,2076,Suburban,Sunny,Truck,Medium,Weekend,70,45.73,2057.66,332.67
519,43,14,2152,Highway,Snowy,Truck,Medium,Weekend,77,42.91,1845.11,284.35
520,41,18,2428,Suburban,Sunny,Truck,Medium,Weekday,82,45.65,1871.57,288.77
521,48,17,2343,Urban,Sunny,Truck,Medium,Weekday,84,30.1,1444.72,269.49
522,52,10,1894,Suburban,Sunny,Truck,Medium,Weekend,90,43.12,2242.39,401.51
523,44,8,1864,Urban,Sunny,Truck,High,Weekend,77,23.1,1016.35,202.87
524,57,11,2142,Urban,Sunny,Truck,Medium,Weekday,95,29.82,1699.88,303.09
525,31,13,2026,Suburban,Rainy,Truck,High,Weekday,90,30.13,934.02,151.61
526,31,9,1871,Suburban,Rainy,Truck,Low,Weekday,82,39.91,1237.26,197.98
527,52,11,2069,Urban,Sunny,Truck,High,Weekday,68,24.33,1264.91,242.05
528,51,25,2705,Urban,Sunny,Truck,Medium,Weekday,87,28.96,1477.13,252.58
529,48,12,1950,Urban,Sunny,Truck,Medium,Weekend,80,30.49,1463.39,293.68
530,54,21,2602,Urban,Rainy,Truck,Low,Weekday,76,27.63,1491.85,304.74
531,55,14,2275,Urban,Rainy,Truck,Medium,Weekday,66,24.23,1332.79,235.41
532,59,34,3215,Urban,Rainy,Truck,Medium,Weekday,90,25.16,1484.71,265.54
533,58,24,2729,Suburban,Sunny,Truck,Low,Weekend,96,46.19,2678.88,447.06
534,51,21,2617,Urban,Rainy,Truck,Medium,Weekend,80,25.33,1291.66,263.22
535,55,15,2141,Highway,Snowy,Truck,Medium,Weekend,87,45.52,2503.53,411.04
536,55,21,2546,Urban,Rainy,Truck,High,Weekend,84,19.76,1086.95,214.35
537,51,10,1903,Highway,Sunny,Truck,Medium,Weekend,86,57.8,2948.03,434.61
538,46,7,1673,Highway,Rainy,Truck,Medium,Weekend,66,52.17,2399.69,352.11
539,49,10,2098,Urban,Rainy,Truck,Medium,Weekday,77,25.97,1272.71,227.63
540,39,12,2032,Urban,Sunny,Truck,High,Weekday,85,23.91,932.34,162.79
541,35,10,1890,Suburban,Sunny,Truck,High,Weekend,66,36.0,1260.17,232.09
542,44,13,2134,Suburban,Rainy,Truck,Medium,Weekend,83,37.37,1644.27,266.41
543,51,10,2036,Highway,Rainy,Truck,Medium,Weekday,84,50.13,2556.57,407.61
544,40,11,1937,Urban,Snowy,Truck,High,Weekday,73,17.68,707.05,129.1
545,57,21,2645,Suburban,Sunny,Truck,High,Weekday,87,36.81,2098.44,333.86
546,34,12,2080,Highway,Rainy,Truck,Low,Weekday,78,53.85,1830.83,265.71
547,30,14,2236,Suburban,Sunny,Truck,Medium,Weekday,72,46.03,1380.98,240.36
548,37,8,1717,Suburban,Snowy,Truck,High,Weekday,86,27.24,1008.06,173.02
549,50,26,2800,Urban,Sunny,Truck,Low,Weekday,73,31.64,1582.19,270.43
550,57,19,2475,Urban,Sunny,Truck,High,Weekend,71,23.57,1343.46,232.56
551,41,8,1789,Suburban,Sunny,Truck,Medium,Weekend,91,44.53,1825.71,319.83
552,41,12,2135,Suburban,Rainy,Truck,Medium,Weekday,92,39.73,1629.0,266.86
553,34,12,2071,Suburban,Sunny,Truck,Medium,Weekend,74,45.34,1541.62,278.84
554,36,19,2459,Urban,Rainy,Truck,Medium,Weekday,76,25.56,920.24,165.33
555,33,12,2065,Suburban,Sunny,Truck,Low,Weekday,72,45.14,1489.57,242.38
556,35,8,1718,Urban,Sunny,Truck,High,Weekend,86,24.41,854.35,166.05
557,42,17,2354,Highway,Sunny,Truck,Medium,Weekend,76,61.12,2566.88,395.1
558,49,22,2651,Urban,Sunny,Truck,Low,Weekday,71,32.1,1572.93,275.72
559,59,17,2323,Suburban,Sunny,Truck,Low,Weekend,75,45.32,2673.79,468.55
560,44,13,2192,Suburban,Rainy,Truck,Medium,Weekend,80,37.49,1649.42,260.9
561,32,9,2008,Suburban,Sunny,Truck,Medium,Weekday,79,44.42,1421.46,245.94
562,52,18,2419,Urban,Sunny,Truck,High,Weekday,63,24.78,1288.75,223.48
563,37,9,1919,Urban,Sunny,Truck,High,Weekend,80,25.15,930.68,190.21
564,49,23,2627,Suburban,Sunny,Truck,Medium,Weekend,99,44.62,2186.2,382.89
565,45,17,2409,Urban,Sunny,Truck,Medium,Weekday,71,30.16,1357.33,268.68
566,42,16,2238,Suburban,Snowy,Truck,Medium,Weekday,78,32.09,1347.67,208.34
567,47,16,2317,Urban,Sunny,Truck,Medium,Weekend,90,28.53,1340.74,251.89
568,57,32,3012,Suburban,Rainy,Truck,Medium,Weekday,76,36.62,2087.48,344.77
569,39,20,2458,Suburban,Rainy,Truck,Medium,Weekday,82,39.09,1524.49,267.9
570,59,22,2566,Urban,Sunny,Truck,Medium,Weekday,94,29.03,1713.03,342.7
571,48,23,2733,Highway,Sunny,Truck,Low,Weekday,82,64.62,3101.97,460.94
572,46,19,2390,Highway,Sunny,Truck,Medium,Weekday,92,59.59,2741.2,434.15
573,53,21,2633,Suburban,Sunny,Truck,Low,Weekday,78,48.9,2591.89,397.86
574,48,13,2084,Urban,Rainy,Truck,Low,Weekday,92,27.77,1332.79,247.99
575,57,21,2615,Suburban,Rainy,Truck,Medium,Weekday,68,39.7,2263.06,406.6
576,55,16,2280,Urban,Snowy,Truck,Medium,Weekday,63,22.6,1242.88,254.39
577,52,29,3044,Suburban,Rainy,Truck,Low,Weekday,68,41.32,2148.7,378.38
578,55,18,2333,Urban,Sunny,Truck,Medium,Weekday,85,30.49,1676.72,322.1
579,34,15,2182,Highway,Rainy,Truck,Medium,Weekend,65,49.4,1679.68,270.34
580,55,22,2569,Suburban,Rainy,Truck,Low,Weekday,85,39.69,2182.77,373.84
581,50,17,2259,Urban,Rainy,Truck,High,Weekend,86,21.34,1067.16,183.7
582,59,19,2439,Urban,Rainy,Truck,High,Weekday,93,20.96,1236.41,251.72
583,52,10,1868,Urban,Snowy,Truck,High,Weekend,68,17.57,913.82,159.61
584,38,10,1887,Highway,Sunny,Truck,Medium,Weekend,88,58.69,2230.06,342.98
585,41,7,1685,Urban,Sunny,Truck,High,Weekend,69,23.41,959.81,164.38
586,50,17,2265,Highway,Rainy,Truck,High,Weekday,76,40.1,2005.08,293.98
587,30,11,1976,Suburban,Sunny,Truck,Medium,Weekday,84,46.93,1407.82,251.49
588,55,28,2853,Urban,Rainy,Truck,Medium,Weekday,73,25.33,1393.18,236.28
589,55,12,1983,Urban,Sunny,Truck,Medium,Weekend,78,29.59,1627.6,323.77
590,30,7,1869,Urban,Sunny,Truck,Medium,Weekday,85,29.22,876.53,167.81
591,44,12,1953,Suburban,Sunny,Truck,High,Weekend,80,37.41,1646.16,250.38
592,31,17,2436,Highway,Rainy,Truck,Medium,Weekday,73,53.33,1653.31,265.82
593,59,22,2622,Suburban,Sunny,Truck,High,Weekday,72,35.36,2086.52,338.86
594,51,18,2461,Urban,Rainy,Truck,Medium,Weekday,72,25.8,1315.67,222.4
595,45,14,2177,Highway,Snowy,Truck,High,Weekday,92,37.65,1694.27,247.36
596,54,12,2057,Urban,Sunny,Truck,Low,Weekday,94,31.5,1700.91,305.05
597,37,16,2362,Urban,Sunny,Truck,High,Weekday,81,23.92,885.22,160.04
598,42,19,2403,Suburban,Sunny,Truck,Medium,Weekday,78,45.12,1895.23,312.41
599,50,12,2065,Urban,Sunny,Truck,Medium,Weekend,97,28.6,1429.98,242.98
600,30,13,2052,Urban,Sunny,Truck,Medium,Weekday,71,29.4,882.01,161.92
601,45,10,2051,Highway,Sunny,Truck,Medium,Weekday,70,61.19,2753.73,404.04
602,58,27,2905,Highway,Sunny,Truck,High,Weekday,70,50.24,2913.94,421.38
603,36,7,1669,Suburban,Sunny,Truck,Low,Weekend,85,47.57,1712.69,283.88
604,34,15,2168,Urban,Rainy,Truck,Medium,Weekday,85,24.71,840.16,144.39
605,51,15,2235,Highway,Snowy,Truck,Low,Weekday,88,46.9,2392.11,400.68
606,58,28,2914,Highway,Sunny,Truck,Medium,Weekday,80,59.94,3476.53,538.02
607,52,26,2870,Urban,Rainy,Truck,Medium,Weekday,90,24.61,1279.88,231.61
