DRIVER_NUMBER,ROW_RANK,NAT,LEG_KEY,LEG_STOP_KEY,SHP_ID,ORD_NUM,STOP_NUM,STOP_TYPE,PWR_UNT_ID,TRL_UNT_ID,TRL_TYPE,ITINERARY_UPDATED,MILES_DRIVEN,FUEL_CONSUMPTION,AVERAGE_SPEED,TIME_AT_STOP,INCIDENTS,CUSTOMER_SATISFACTION
50798,1,2024-02-07 02:24:38,ST068487263_8,ST771892538_8_2,ST295599883,2203113578,2,NFR,57950,TA190753,Type A,2024-02-18 19:33:16,366.63,46.16,51.56,80,None,2
50798,1,2024-01-15 12:35:41,ST886898401_9,ST952989451_3_5,ST001740070,2462308972,8,P,51622,TA438932,,2024-01-10 13:46:36,411.58,27.02,63.75,76,None,2
37082,3,2024-02-28 20:31:54,ST421164621_7,ST905431449_4_9,ST013181267,2560638141,1,NFR,52005,TA241487,Type B,2024-02-09 16:23:17,454.23,18.18,55.46,17,Accident,3
37082,1,2024-03-09 23:22:46,ST933901309_4,ST151659513_1_6,ST909799206,2920056125,4,D,58632,TA139985,Type B,2024-04-07 03:22:52,293.81,53.08,74.87,33,Minor Traffic Violation,1
37082,4,2024-03-24 17:57:03,ST255013548_9,ST469217107_8_4,ST416490652,2832367591,4,P,55576,TA229020,Type A,2024-02-01 05:33:43,196.43,19.02,50.06,44,Minor Traffic Violation,1
37082,4,2024-04-01 00:03:04,ST965875328_6,ST322526072_7_2,ST329535380,2920940522,9,D,51840,TA875799,Type B,2024-02-19 09:27:24,311.67,58.59,48.98,106,None,4
37082,2,2024-01-04 16:14:33,ST266111527_5,ST078868619_2_4,ST181714436,2070097406,6,NFR,54312,TA080552,Type A,2024-03-16 17:09:19,397.83,27.47,55.66,46,None,3
37082,7,2024-01-16 15:20:35,ST975565843_5,ST135602788_0_5,ST808918641,2699235625,9,P,57820,TA309325,,2024-03-17 01:56:09,447.25,53.47,76.25,30,None,2
37082,4,2024-03-07 07:00:40,ST278915641_4,ST393945379_6_5,ST400985831,2106450790,5,D,51949,TA876636,Type A,2024-03-08 22:56:58,243.02,32.63,65.04,114,None,4
37082,6,2024-03-28 06:58:32,ST719431235_3,ST788335904_5_1,ST059689723,2415587149,1,D,52179,TA322052,Type A,2024-01-01 11:45:36,76.12,12.15,56.2,58,Mechanical Issue,4
37082,9,2024-01-03 02:22:53,ST626789889_6,ST585996570_8_7,ST792528135,2336555938,5,NFR,55606,TA013802,,2024-01-20 09:58:37,189.88,18.21,62.02,16,Mechanical Issue,5
37082,8,2024-02-04 22:28:04,ST498904257_2,ST073513198_6_5,ST894163507,2391446500,9,D,54016,TA854276,,2024-02-19 01:41:01,449.0,27.97,59.19,107,Minor Traffic Violation,2
56340,7,2024-01-04 19:07:38,ST434913613_9,ST355408893_8_8,ST351473596,2671457501,3,D,57212,TA045975,Type A,2024-01-19 05:25:52,267.41,29.18,65.84,78,None,5
56340,2,2024-03-26 01:33:16,ST448873595_8,ST607371164_3_0,ST678992459,2196863358,5,P,56406,TA631717,,2024-03-30 03:24:02,250.66,32.03,68.83,119,None,5
56340,4,2024-01-19 05:22:34,ST321061172_7,ST561874910_7_2,ST387864616,2566891206,4,NFR,51978,TA794161,Type A,2024-01-17 11:56:31,461.12,33.15,68.34,59,Mechanical Issue,3
56340,4,2024-03-12 16:57:07,ST355461003_7,ST212702359_4_8,ST293448701,2197671279,3,P,51703,TA760654,,2024-03-26 11:05:39,317.81,37.8,63.69,84,None,4
56340,2,2024-03-18 19:33:16,ST795866983_1,ST871082190_7_6,ST336575438,2268419303,3,NFR,59414,TA964720,Type A,2024-02-05 09:26:31,207.46,41.16,78.99,39,None,3
56340,4,2024-04-04 15:00:26,ST533464464_7,ST825152272_9_4,ST061918270,2124349151,7,D,58678,TA302214,Type A,2024-01-09 16:10:07,198.61,57.47,48.19,108,None,3
56340,9,2024-03-02 15:29:58,ST633912687_3,ST437701431_3_1,ST482991605,2400294611,2,NFR,54883,TA765412,Type A,2024-04-02 13:27:57,57.91,58.85,77.34,105,Minor Traffic Violation,4
56340,4,2024-01-07 07:36:42,ST400969442_0,ST739720202_2_4,ST666384311,2470257943,6,P,50939,TA086032,Type A,2024-02-09 13:12:51,370.42,24.93,79.91,27,None,1
56340,2,2024-02-11 15:36:38,ST329511124_3,ST291872098_8_1,ST907764359,2567222775,6,NFR,50287,TA817525,,2024-01-29 16:04:48,402.71,29.48,77.71,32,None,1
56340,2,2024-01-04 16:25:47,ST159644499_5,ST333773726_7_3,ST694742896,2345446328,7,D,58108,TA970795,,2024-04-01 05:14:41,131.1,12.11,79.81,15,Minor Traffic Violation,5
33287,1,2024-02-19 19:12:59,ST822873967_6,ST083618366_5_9,ST352948511,2332398691,7,D,50621,TA267782,Type A,2024-03-29 17:43:55,379.29,18.62,68.5,114,Accident,3
33287,1,2024-01-28 00:00:14,ST573963293_9,ST501221239_2_0,ST754023786,2955385371,8,NFR,55357,TA588551,Type B,2024-02-04 17:06:58,217.38,52.0,72.84,23,None,5
33287,9,2024-02-27 00:53:38,ST602037415_5,ST447922088_1_4,ST817845797,2078500918,3,D,54186,TA141377,Type A,2024-04-07 05:40:33,264.49,33.73,52.73,50,None,2
33287,2,2024-02-19 03:38:05,ST599606125_0,ST983320982_1_7,ST904825685,2150617106,6,NFR,59199,TA067279,Type B,2024-01-05 10:47:19,73.89,34.91,63.08,66,None,1
33287,6,2024-02-19 13:33:09,ST171702163_1,ST687603450_9_5,ST327197393,2587967345,5,NFR,56903,TA336235,Type A,2024-01-04 23:09:51,168.72,58.59,61.96,53,Accident,2
33287,7,2024-04-05 16:57:39,ST500203469_0,ST490662934_9_8,ST575254937,2860224630,10,NFR,57755,TA579613,Type B,2024-01-16 11:52:44,420.4,59.66,48.15,89,None,5
33287,3,2024-01-01 07:41:00,ST194615304_4,ST376169126_9_2,ST526418169,2037469584,3,D,56412,TA697824,Type B,2024-01-11 22:07:26,496.18,19.44,58.74,16,None,2
33287,9,2024-03-08 14:51:22,ST633363731_3,ST590966189_8_2,ST510701074,2846396570,5,D,50215,TA243466,,2024-01-24 05:35:09,321.88,49.99,63.54,38,None,2
33287,7,2024-01-18 12:04:22,ST980426806_2,ST733488749_4_5,ST789820245,2550201173,2,NFR,58825,TA276389,Type B,2024-02-17 20:48:46,195.7,18.22,44.28,76,None,3
33287,9,2024-03-26 03:37:50,ST661259653_9,ST686870016_2_5,ST289781516,2448069782,10,D,52214,TA555668,Type B,2024-03-12 08:54:43,336.63,47.52,64.77,104,None,2
43293,10,2024-02-19 01:34:29,ST453999292_3,ST847696455_5_6,ST587901483,2925262366,9,D,56661,TA341114,Type B,2024-02-23 14:11:38,397.75,44.65,60.35,76,None,2
43293,9,2024-03-21 11:33:19,ST237026529_5,ST072853254_9_3,ST922368279,2455577410,4,P,51674,TA930819,Type A,2024-02-08 15:07:14,177.44,12.78,46.88,60,None,5
43293,4,2024-03-13 22:26:19,ST418166818_5,ST034348995_1_3,ST822728195,2859321348,4,NFR,53326,TA634648,Type A,2024-02-27 08:37:31,209.28,15.84,53.24,30,Minor Traffic Violation,3
43293,5,2024-04-01 05:10:04,ST615871046_6,ST343225713_6_4,ST586339285,2406398910,2,NFR,56046,TA322992,Type A,2024-03-05 23:35:32,317.61,55.25,74.26,29,None,2
43293,8,2024-01-21 07:50:32,ST888728117_9,ST745434166_0_5,ST524203748,2871519617,1,P,50367,TA252882,,2024-02-27 00:19:41,81.81,55.13,47.35,43,None,3
43293,4,2024-02-18 09:26:42,ST055494452_7,ST349836575_7_1,ST973000121,2304626064,3,P,55145,TA633507,Type B,2024-02-23 19:12:48,343.85,40.66,72.8,32,Mechanical Issue,4
43293,2,2024-03-03 18:28:39,ST193958891_1,ST906833829_0_5,ST338375203,2750477372,5,NFR,58972,TA637653,Type A,2024-01-01 15:04:23,110.49,59.65,75.93,99,None,5
43293,1,2024-02-04 03:02:06,ST677611425_2,ST364412358_6_0,ST935911865,2061007608,4,P,57186,TA262879,Type B,2024-03-29 17:03:45,282.29,57.27,73.69,64,None,1
43293,10,2024-02-25 04:03:38,ST852645111_7,ST308009329_3_1,ST849400151,2448238727,2,NFR,58870,TA968322,Type A,2024-03-08 09:58:21,364.34,25.15,70.07,51,None,3
43293,1,2024-02-26 05:15:37,ST786833146_9,ST636257449_9_4,ST707758759,2305413717,6,D,52176,TA771652,Type A,2024-01-12 01:11:14,306.89,58.96,50.72,85,None,1
91436,8,2024-01-25 13:36:04,ST268473239_3,ST673860173_4_2,ST675796544,2974648180,9,D,52852,TA087078,Type B,2024-03-04 02:59:59,146.02,45.82,52.62,59,None,4
91436,9,2024-03-27 01:10:36,ST240907283_6,ST755539984_3_4,ST578531069,2181326685,1,P,54349,TA351489,Type A,2024-04-05 16:25:19,321.54,37.08,58.4,118,None,3
91436,1,2024-03-17 03:14:43,ST097054605_7,ST608314916_5_3,ST727761415,2461647646,1,D,59291,TA906566,,2024-02-02 20:28:05,475.41,16.64,70.26,38,None,2
91436,5,2024-03-02 05:44:14,ST735907991_2,ST932832773_6_3,ST047245811,2228968766,1,D,53387,TA290850,Type B,2024-02-24 05:25:42,393.55,48.93,64.36,36,None,4
91436,7,2024-01-07 16:20:03,ST990235193_9,ST792329701_2_1,ST446447016,2855880207,8,D,55478,TA304248,Type A,2024-01-22 07:35:58,82.64,53.62,61.72,74,None,2
91436,1,2024-01-17 15:17:46,ST164087552_4,ST176533248_8_0,ST616740314,2607709614,1,P,50214,TA645089,,2024-01-05 02:10:27,248.21,58.15,51.62,109,None,2
91436,1,2024-02-23 05:12:48,ST360379124_9,ST407270855_0_5,ST735138352,2524401068,8,D,52887,TA286623,Type B,2024-03-08 02:05:06,324.69,14.79,63.44,62,None,2
91436,3,2024-02-13 18:32:30,ST100357971_0,ST711694866_2_7,ST104626267,2280756974,1,D,53800,TA422759,Type B,2024-01-03 03:10:19,165.49,46.51,74.74,112,Accident,3
91436,10,2024-01-09 03:16:15,ST757029404_2,ST275240503_8_6,ST258483502,2267080158,10,P,53054,TA427012,Type A,2024-02-17 00:28:09,492.78,29.55,71.96,74,Minor Traffic Violation,4
91436,6,2024-01-16 02:44:23,ST017684420_1,ST299899191_3_0,ST334459418,2083582721,6,P,54560,TA236380,,2024-02-19 08:19:47,487.15,25.31,50.77,51,None,4
74853,9,2024-01-07 07:19:45,ST659671616_5,ST009193355_7_8,ST698269602,2938094637,3,D,52207,TA723216,Type A,2024-04-05 18:04:06,194.73,35.13,74.84,40,None,3
74853,3,2024-02-24 23:16:56,ST823554357_0,ST528326503_7_6,ST508636616,2912263785,9,D,50042,TA131928,Type B,2024-03-28 19:04:50,263.88,28.64,77.62,50,None,1
74853,2,2024-02-03 06:59:46,ST646926392_9,ST585318782_8_5,ST720569384,2214309278,5,NFR,59154,TA021182,,2024-01-01 19:18:56,429.35,42.03,51.97,72,None,4
74853,3,2024-02-19 16:48:58,ST730352861_0,ST727225230_0_5,ST559793003,2112189094,6,P,57788,TA797528,Type A,2024-01-17 00:10:40,388.04,35.96,55.81,76,None,2
74853,6,2024-01-25 18:33:07,ST723068360_3,ST240135363_8_1,ST815850558,2809318708,9,P,59017,TA742602,,2024-01-18 07:16:46,399.46,26.79,41.37,111,None,2
74853,10,2024-01-18 18:12:35,ST786897004_4,ST901796034_1_5,ST515250774,2895219396,2,D,51981,TA064492,Type B,2024-03-05 07:36:41,154.8,48.93,42.93,59,None,1
74853,8,2024-01-31 21:41:52,ST374413386_7,ST807684309_3_1,ST823954333,2545305674,6,P,50144,TA209951,Type B,2024-03-15 14:30:05,50.41,42.34,66.98,111,None,1
74853,3,2024-02-04 14:56:18,ST493815723_7,ST211666548_8_9,ST434972764,2359080082,5,P,56915,TA199879,Type B,2024-04-01 12:46:47,483.36,28.41,45.28,17,None,2
74853,10,2024-01-27 07:56:33,ST624009263_6,ST719758709_9_7,ST084656074,2787643769,5,NFR,59334,TA262844,,2024-01-23 21:39:14,205.31,32.64,50.36,27,None,2
74853,3,2024-01-30 04:35:26,ST709584932_7,ST616025010_8_8,ST215827831,2964855655,6,NFR,57188,TA814151,Type A,2024-03-24 19:28:11,151.41,54.78,78.44,33,None,1
62311,9,2024-01-31 11:00:29,ST955447710_8,ST918230672_5_5,ST237988624,2157618762,3,P,52214,TA013635,Type A,2024-02-26 17:39:26,358.21,37.83,74.31,101,None,1
62311,9,2024-04-04 18:56:56,ST842601762_1,ST122054938_4_3,ST705584947,2674304111,9,P,54034,TA800603,Type B,2024-02-25 22:03:21,108.34,47.28,40.56,26,None,4
62311,1,2024-01-25 20:10:27,ST651913649_1,ST578979022_2_1,ST025083790,2129400531,2,NFR,54605,TA635516,,2024-01-21 23:12:12,98.98,17.11,54.55,57,Mechanical Issue,4
62311,1,2024-02-14 14:44:20,ST130993020_1,ST035525046_0_1,ST920782663,2035962331,6,NFR,50883,TA771543,Type B,2024-04-01 11:10:43,234.27,36.53,76.3,96,Mechanical Issue,1
62311,2,2024-03-24 12:01:35,ST369481476_2,ST976113910_2_5,ST573578955,2580626637,8,NFR,50885,TA665808,,2024-03-15 03:22:42,334.73,23.28,47.72,116,Mechanical Issue,4
62311,6,2024-02-26 11:08:53,ST634864606_9,ST164198259_3_7,ST468937010,2247157389,10,NFR,55804,TA265475,Type B,2024-02-27 07:07:45,244.06,18.79,45.12,36,None,3
62311,2,2024-02-23 19:27:27,ST645881346_4,ST477644359_0_9,ST144660206,2905796123,3,P,50570,TA571903,,2024-04-04 12:03:09,385.58,28.5,78.09,21,Minor Traffic Violation,4
62311,2,2024-02-08 18:25:08,ST579183428_4,ST494706808_9_4,ST906682713,2459477608,7,P,57307,TA483737,,2024-03-20 19:48:40,216.04,48.67,75.31,29,None,3
62311,1,2024-01-03 11:56:13,ST056042781_8,ST181040210_4_8,ST724696378,2740706192,9,NFR,50621,TA698485,Type A,2024-01-23 05:52:55,306.67,20.27,54.2,40,None,5
62311,4,2024-02-26 05:13:43,ST358865993_4,ST404521593_8_1,ST787093939,2940939505,7,P,55054,TA207436,Type A,2024-03-29 16:13:14,461.31,10.18,73.22,95,None,2
95232,2,2024-03-26 04:31:21,ST783798423_9,ST948753896_3_1,ST355584534,2941269751,6,D,57609,TA802454,Type B,2024-02-13 17:57:55,295.96,38.9,69.11,96,None,3
95232,9,2024-02-21 21:16:17,ST022589386_1,ST009868823_0_1,ST544235027,2309191532,6,NFR,55783,TA402351,,2024-02-18 13:29:19,185.34,55.18,75.53,36,None,2
95232,10,2024-01-25 06:02:48,ST700317502_6,ST244939874_7_2,ST909097689,2129096608,1,D,50516,TA144381,Type B,2024-01-03 12:06:42,234.21,56.73,70.93,107,None,2
95232,3,2024-02-15 02:30:03,ST572472279_1,ST372236407_5_7,ST391385091,2498660670,9,NFR,53116,TA287781,Type A,2024-03-27 04:31:25,357.47,46.65,69.66,101,None,5
95232,1,2024-01-09 03:26:30,ST798882754_9,ST873412407_1_5,ST542530619,2362005840,1,NFR,50796,TA376495,,2024-01-22 07:03:26,287.78,54.76,76.17,81,None,1
95232,1,2024-03-05 10:23:52,ST282335155_2,ST607677485_7_7,ST486140827,2570615266,5,D,59659,TA621804,Type B,2024-01-22 09:36:29,339.22,37.42,73.57,100,None,1
95232,4,2024-02-25 23:07:24,ST276853207_2,ST067628557_1_6,ST871893141,2640234941,1,P,57019,TA592014,Type B,2024-03-07 18:04:36,330.68,51.32,55.07,75,None,4
95232,2,2024-02-16 09:03:25,ST884720562_4,ST141163572_7_7,ST444929891,2712175263,9,P,55946,TA627107,Type B,2024-01-25 20:35:34,106.2,55.63,44.51,45,None,2
95232,1,2024-02-03 04:51:00,ST523287429_1,ST482383761_6_5,ST484934411,2804360208,3,P,55975,TA507495,Type B,2024-01-02 13:30:13,356.32,28.15,73.55,66,None,5
95232,10,2024-03-31 12:33:01,ST595481854_1,ST811225710_5_9,ST165443634,2710800143,1,NFR,55780,TA927113,Type B,2024-03-04 03:03:01,343.75,20.67,65.97,27,None,4
20647,9,2024-03-17 10:34:13,ST295830661_8,ST960073420_6_6,ST086409635,2588255135,9,D,51718,TA171256,,2024-01-22 03:16:30,497.29,31.45,53.58,107,None,5
20647,3,2024-01-18 08:53:15,ST580447231_3,ST895507419_5_9,ST121440857,2838477506,3,NFR,56589,TA597825,Type A,2024-02-12 14:22:50,381.27,14.98,67.7,29,None,1
20647,10,2024-01-09 19:06:40,ST425980044_1,ST711335741_4_6,ST979275608,2893346670,10,P,52836,TA328683,Type A,2024-02-06 05:25:38,310.12,35.22,46.66,86,None,5
20647,7,2024-01-10 03:42:59,ST449364135_4,ST789897363_5_6,ST152019397,2677475508,4,NFR,54131,TA492251,Type B,2024-01-01 22:40:54,60.7,35.1,66.57,78,None,1
20647,3,2024-01-12 08:47:25,ST711920977_7,ST387668078_8_6,ST549432660,2839577888,8,NFR,53221,TA202371,,2024-03-06 17:56:42,92.14,44.55,61.37,79,Mechanical Issue,5
20647,10,2024-02-25 02:37:53,ST701212045_2,ST584864857_7_4,ST177537493,2814381260,6,NFR,51537,TA796293,Type B,2024-01-07 08:24:05,431.68,56.9,77.0,51,None,1
20647,8,2024-04-06 12:55:08,ST898309186_8,ST254314813_3_7,ST889011418,2355244524,3,P,58941,TA567706,Type B,2024-01-22 23:20:36,453.41,44.28,58.55,42,Minor Traffic Violation,5
20647,2,2024-03-10 07:46:21,ST963210943_4,ST884140112_3_2,ST426194874,2202653453,2,P,59202,TA331662,,2024-03-06 11:55:45,370.1,16.61,41.93,84,None,1
20647,4,2024-02-08 21:31:53,ST920240220_6,ST377989551_2_4,ST335041350,2436179971,3,P,54294,TA847345,,2024-03-27 14:28:59,420.03,24.36,49.79,26,None,4
20647,10,2024-03-24 16:19:44,ST112925193_7,ST330612011_4_0,ST097348449,2467015889,7,P,52262,TA362270,Type B,2024-02-09 19:42:42,396.34,40.42,41.48,93,None,2
26513,6,2024-02-21 00:16:02,ST835942457_2,ST461944617_6_0,ST157084864,2485992157,9,P,50223,TA528371,Type B,2024-02-01 01:00:45,167.45,31.43,53.8,97,None,3
26513,3,2024-02-22 02:40:08,ST756428365_2,ST866420842_3_1,ST851946677,2893876988,9,NFR,50482,TA040507,Type A,2024-01-27 00:35:04,179.06,35.53,73.21,36,None,2
26513,4,2024-02-24 20:41:35,ST731807248_3,ST331783994_4_4,ST166518886,2916854112,10,P,50467,TA851326,,2024-02-05 12:25:24,297.38,12.3,69.6,115,None,4
26513,7,2024-02-23 15:43:49,ST242328342_4,ST417457842_1_9,ST168761211,2039246017,3,NFR,50936,TA180155,Type B,2024-01-28 02:47:48,258.37,24.73,70.59,83,Mechanical Issue,4
26513,10,2024-03-02 04:16:26,ST198944693_3,ST305867443_5_4,ST145483630,2657063185,6,P,57395,TA397999,Type A,2024-04-03 06:22:50,400.52,59.86,79.66,25,None,5
26513,10,2024-03-21 06:54:52,ST349664457_0,ST263543521_3_8,ST229396877,2042107802,7,D,56639,TA400413,,2024-02-12 10:35:47,151.87,27.48,51.84,26,None,2
26513,1,2024-03-30 04:47:29,ST728743890_6,ST422182858_9_9,ST963324713,2645282534,7,D,58365,TA627904,Type B,2024-02-20 11:15:36,495.58,14.93,76.4,20,None,4
26513,2,2024-03-15 22:02:11,ST163886063_8,ST681004031_9_8,ST097418660,2993652118,1,NFR,53814,TA273570,Type B,2024-01-16 18:55:09,107.8,22.83,51.63,52,Mechanical Issue,1
26513,10,2024-04-07 09:10:28,ST371104880_7,ST679508742_7_6,ST261211640,2266760879,3,NFR,58848,TA929945,Type B,2024-03-05 02:32:47,163.23,34.5,74.09,69,None,5
26513,4,2024-04-07 22:58:02,ST864785233_8,ST319233726_0_7,ST104917994,2327990616,10,D,57717,TA155288,Type B,2024-01-03 12:25:58,153.25,32.38,63.38,68,Minor Traffic Violation,1
15512,3,2024-01-01 08:43:32,ST324310760_5,ST992715166_2_5,ST946051392,2669652474,10,NFR,54419,TA657298,,2024-03-20 11:30:54,189.6,49.82,69.11,52,None,3
15512,7,2024-01-09 03:28:28,ST200984283_8,ST099287397_7_3,ST464796356,2441057792,2,D,54972,TA947676,Type A,2024-01-25 06:51:56,409.81,46.62,47.79,30,None,1
15512,7,2024-03-09 06:41:02,ST257137422_9,ST190111087_9_1,ST101396467,2690815112,5,NFR,52592,TA096711,Type A,2024-03-04 15:39:31,242.2,28.42,58.68,27,None,1
15512,3,2024-02-12 01:00:05,ST161530836_8,ST967860976_8_9,ST655769146,2210439522,1,P,56114,TA468878,Type B,2024-03-23 07:25:30,201.46,20.53,47.3,101,None,1
15512,6,2024-04-07 22:36:31,ST307584767_1,ST291935263_1_8,ST003682671,2567990846,9,NFR,59067,TA398106,Type B,2024-02-14 18:27:47,274.05,48.39,55.2,94,None,1
15512,6,2024-04-07 00:56:51,ST369554732_5,ST599246859_7_5,ST328826286,2490247403,10,P,59769,TA584289,Type B,2024-01-09 02:21:55,356.82,22.71,75.11,113,None,5
15512,9,2024-01-19 22:02:22,ST815516088_9,ST609105425_9_9,ST471081070,2073159401,9,D,56397,TA358677,Type A,2024-01-11 23:48:53,69.77,20.35,77.89,54,None,1
15512,9,2024-03-18 09:42:01,ST998524955_1,ST292651535_8_5,ST124896922,2631082796,10,NFR,56687,TA177991,Type A,2024-02-11 06:32:18,485.03,16.05,47.3,68,None,1
15512,4,2024-03-24 03:26:17,ST195812767_7,ST333488001_5_9,ST724598037,2270053613,8,D,57781,TA445006,,2024-01-05 22:36:53,419.44,43.16,73.77,60,Minor Traffic Violation,5
15512,2,2024-02-23 01:40:35,ST128019687_2,ST767152680_6_2,ST562648889,2831401129,1,NFR,58496,TA382107,Type A,2024-03-11 20:36:55,380.19,24.83,71.6,114,None,2
38661,1,2024-03-21 04:45:34,ST631399011_9,ST014039479_8_9,ST739103803,2861542154,3,P,55296,TA225623,Type B,2024-02-06 14:08:08,112.89,43.53,42.87,97,Accident,1
38661,8,2024-03-20 03:42:26,ST632389757_1,ST206893106_1_3,ST437742990,2427311642,2,D,57426,TA531601,Type A,2024-02-27 15:23:31,368.77,55.95,47.7,25,None,5
38661,5,2024-03-16 17:59:30,ST727846134_5,ST577557262_2_1,ST233693731,2965889898,7,P,54926,TA540935,,2024-02-29 22:44:38,195.69,30.56,78.84,92,None,5
38661,6,2024-01-22 22:07:15,ST055470465_1,ST541962558_2_8,ST137719218,2331984669,9,NFR,59821,TA486524,Type A,2024-01-20 16:38:48,456.64,46.49,69.53,66,None,1
38661,1,2024-02-12 21:16:33,ST505084153_0,ST870854701_1_8,ST392979621,2360628350,3,NFR,58339,TA140044,,2024-02-04 07:06:34,411.51,24.87,79.97,32,Minor Traffic Violation,1
38661,1,2024-03-15 19:49:05,ST961065655_4,ST415488081_5_2,ST810967738,2594281014,8,NFR,52849,TA106282,Type B,2024-01-27 16:58:57,97.28,15.4,59.11,41,Accident,3
38661,1,2024-03-07 21:11:49,ST085632274_9,ST129514742_6_6,ST729823878,2501178394,10,P,52912,TA955440,Type A,2024-04-01 11:33:36,245.67,26.95,77.62,76,Minor Traffic Violation,4
38661,6,2024-04-06 12:54:10,ST318482055_5,ST897553504_1_7,ST345903722,2065702407,6,D,59752,TA087677,,2024-03-27 04:31:54,251.04,14.28,46.87,44,None,2
38661,9,2024-01-14 20:22:30,ST477160158_9,ST713341842_1_4,ST556449844,2165215857,10,P,55339,TA416859,Type A,2024-03-16 19:59:49,57.44,17.66,45.58,61,None,1
38661,10,2024-03-03 10:12:55,ST219727622_9,ST360159122_3_9,ST185296880,2781704891,10,P,59436,TA768335,Type B,2024-02-20 04:17:05,390.6,59.83,49.92,36,None,2
63913,5,2024-02-05 20:14:44,ST993859157_4,ST379585076_5_2,ST861979563,2181220847,4,D,57651,TA561148,Type B,2024-04-08 06:25:46,359.05,19.8,52.83,51,None,5
63913,8,2024-03-06 15:34:35,ST683278771_7,ST246746076_9_4,ST792653047,2466161254,7,NFR,56264,TA757657,Type B,2024-03-04 03:25:20,392.29,56.46,77.75,106,None,3
63913,6,2024-02-07 00:55:50,ST074538034_8,ST607828724_5_9,ST686150468,2699863090,4,NFR,51399,TA643965,Type B,2024-02-06 10:50:53,408.76,43.09,58.3,101,Minor Traffic Violation,1
63913,2,2024-02-14 22:45:18,ST298763661_0,ST620606052_7_5,ST527298473,2858609904,6,NFR,58741,TA595605,Type B,2024-02-03 20:33:36,92.57,59.09,58.25,34,None,1
63913,8,2024-02-13 09:04:24,ST458764887_0,ST415155266_5_5,ST599437478,2509636511,2,NFR,50344,TA799999,Type A,2024-03-13 20:24:56,234.33,24.49,73.05,79,None,1
63913,10,2024-03-29 11:05:54,ST058459481_1,ST319659503_1_4,ST373605776,2617495750,9,D,56867,TA939540,Type A,2024-01-01 18:55:16,348.84,21.21,61.51,106,None,2
63913,7,2024-01-30 12:34:08,ST213871978_9,ST157498182_0_9,ST380876612,2714887717,2,NFR,50378,TA641553,Type A,2024-02-08 23:41:20,496.14,50.69,50.54,85,None,1
63913,2,2024-03-03 12:40:51,ST814448055_9,ST097343831_2_8,ST533984812,2624707127,10,P,55284,TA037813,Type A,2024-01-07 21:46:43,428.28,31.74,43.97,107,Minor Traffic Violation,5
63913,6,2024-01-18 15:52:30,ST857015429_0,ST259371755_5_0,ST539115771,2624028412,9,D,55384,TA072759,Type A,2024-03-25 06:04:00,334.3,59.68,41.28,57,Minor Traffic Violation,4
63913,8,2024-02-16 14:36:05,ST301452448_7,ST539439099_3_5,ST020148752,2911435730,9,P,56907,TA741148,,2024-01-17 01:53:04,89.45,17.18,56.62,17,None,5
29750,7,2024-01-28 15:59:25,ST332184277_2,ST930365474_0_6,ST734943693,2636243792,7,NFR,57832,TA293481,Type B,2024-02-18 11:17:21,322.01,38.5,77.36,99,None,4
29750,8,2024-04-04 16:02:51,ST564717330_4,ST900893928_5_2,ST685750874,2198445252,8,D,52525,TA855420,Type B,2024-02-24 01:10:31,452.72,40.13,47.9,64,Accident,3
29750,9,2024-02-27 07:32:50,ST731120354_3,ST416878066_1_5,ST090921156,2553152580,5,P,50062,TA639500,,2024-01-28 22:26:52,123.59,58.64,63.77,93,None,2
29750,9,2024-01-21 08:41:13,ST460446370_8,ST793216929_6_0,ST908143851,2754917776,5,D,54410,TA606272,Type B,2024-01-13 10:30:27,205.71,18.93,45.36,108,None,5
29750,3,2024-01-07 23:03:47,ST044435201_7,ST134155857_7_9,ST760716130,2172040409,9,D,55624,TA672134,Type A,2024-01-22 06:44:55,407.46,29.94,54.04,17,None,2
29750,5,2024-02-12 07:29:18,ST077998470_0,ST068771008_4_6,ST935110025,2307184358,4,NFR,54286,TA036960,Type A,2024-03-15 14:55:00,302.36,15.47,72.09,63,Minor Traffic Violation,1
29750,9,2024-01-25 20:33:21,ST652164461_0,ST439775520_2_2,ST162572354,2236723562,9,NFR,58795,TA999990,Type A,2024-03-03 02:50:43,142.27,33.61,61.42,66,Minor Traffic Violation,2
29750,7,2024-03-15 14:09:49,ST490739747_9,ST503175334_8_8,ST486395933,2283865363,3,P,55515,TA738076,,2024-03-25 22:57:11,281.29,25.62,45.6,66,None,5
29750,2,2024-01-17 13:38:38,ST863142691_9,ST861461571_9_1,ST371342416,2174392157,10,P,58864,TA202622,,2024-02-01 06:39:22,266.74,24.93,64.16,46,Mechanical Issue,5
29750,9,2024-02-06 10:11:03,ST266558133_9,ST808403669_0_5,ST300905616,2731612613,8,D,59307,TA688751,,2024-04-02 15:46:49,250.54,14.9,42.92,74,None,1
72429,6,2024-01-17 14:05:10,ST353170110_6,ST957622988_5_8,ST255572935,2068590463,1,NFR,58286,TA178673,,2024-02-25 01:29:49,227.42,18.02,40.8,56,None,2
72429,2,2024-03-27 21:07:24,ST793325011_9,ST513864655_3_1,ST441930591,2812134656,4,P,57188,TA411260,Type B,2024-01-06 20:14:26,470.33,28.04,50.29,115,None,5
